Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Target,Actual,Churn_Probability,Prediction,Recommendation
0281-CNTZX,Male,56,Yes,0,Pescadero,94060,37.22565,-122.297533,2,63,Offer B,Yes,38.36,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0.0,0,2416.68,3651.48,Stayed,,,0,0,0.0036701441201803294,0,No Action Needed
8313-NDOIA,Female,48,No,0,Green Valley Lake,92341,34.244411,-117.072654,0,24,,Yes,38.79,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0.0,40,930.96,3465.61,Stayed,,,0,0,0.5821496694396866,1,Offer Loyalty Reward
2996-XAUVF,Male,25,No,0,Needles,92363,34.711224,-114.702256,0,70,Offer A,No,,,Yes,DSL,59.0,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0.0,0,0.0,2799.75,Stayed,,,0,0,0.07602324675317257,0,No Action Needed
1009-IRMNA,Female,27,No,0,Port Hueneme,93041,34.110124,-119.100972,0,7,Offer E,Yes,16.04,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.0,137.6,0.0,0,112.28,249.88,Churned,Attitude,Attitude of support person,1,1,0.17051586264132845,0,No Action Needed
9046-JBFWA,Male,20,No,2,Port Costa,94569,38.035707,-122.196821,0,27,,Yes,30.36,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.15,537.35,0.0,0,819.72,1357.07,Stayed,,,0,0,0.021653834515145888,0,No Action Needed
1550-LOAHA,Female,53,Yes,0,Orangevale,95662,38.689174,-121.218435,1,32,,Yes,37.48,No,Yes,Fiber Optic,13.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.15,2585.95,0.0,0,1199.36,3785.31,Churned,Dissatisfaction,Limited range of services,1,1,0.5492378263372096,1,Offer Loyalty Reward
8069-YQQAJ,Male,63,No,0,Studio City,91604,34.139082,-118.39275,0,14,Offer D,No,,,Yes,Cable,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,31.1,419.7,0.0,0,0.0,419.7,Stayed,,,0,0,0.35579086987024694,0,No Action Needed
6549-BTYPG,Female,19,Yes,0,Sebastopol,95472,38.398815,-122.861923,5,60,,No,,,Yes,DSL,69.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.8,3603.45,0.0,0,0.0,3603.45,Stayed,,,0,0,0.04164046744293794,0,No Action Needed
4804-NCPET,Male,32,Yes,3,Clearlake,95422,38.965804,-122.631779,3,19,,Yes,31.7,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.2,387.4,0.0,0,602.3,989.7,Stayed,,,0,0,0.0008094447620142172,0,No Action Needed
2080-CAZNM,Female,78,No,0,Burbank,91502,34.177267,-118.31003,0,41,Offer B,Yes,6.33,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,4133.95,0.0,0,259.53,4393.48,Stayed,,,0,0,0.564695979961649,1,Offer Loyalty Reward
1958-RNRKS,Male,62,Yes,0,El Segundo,90245,33.917145,-118.401554,4,30,,Yes,5.56,Yes,Yes,DSL,8.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0.0,100,166.8,1708.75,Stayed,,,0,0,0.11479942267213888,0,No Action Needed
7409-JURKQ,Female,29,Yes,0,Temple City,91780,34.101608,-118.055848,3,53,,Yes,41.82,Yes,Yes,Fiber Optic,69.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.8,5809.75,0.0,0,2216.46,8026.21,Stayed,,,0,0,0.09483202349655005,0,No Action Needed
6663-JOCQO,Male,55,Yes,0,Wasco,93280,35.652242,-119.4464,7,31,,Yes,29.06,Yes,Yes,DSL,22.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.25,2344.5,1.99,0,900.86,3243.37,Stayed,,,0,0,0.06773210550759223,0,No Action Needed
9163-GHAYE,Female,34,No,0,Stockton,95204,37.974498,-121.319568,0,15,,Yes,31.68,No,Yes,Cable,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.85,736.8,0.0,0,475.2,1212.0,Stayed,,,0,0,0.2678668988468394,0,No Action Needed
0742-MOABM,Male,50,Yes,0,Fallbrook,92028,33.362575,-117.299644,2,4,,Yes,9.67,No,Yes,Cable,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.05,179.35,0.0,0,38.68,218.03,Churned,Competitor,Competitor made better offer,1,1,0.32879208457356285,0,No Action Needed
0975-UYDTX,Female,46,Yes,0,Glendale,91207,34.182378,-118.262922,1,26,Offer C,Yes,25.63,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,90.1,2312.55,47.79,0,666.38,2931.14,Stayed,,,0,0,0.28624852423943387,0,No Action Needed
2055-BFOCC,Male,65,Yes,0,Likely,96116,41.266008,-120.490731,1,63,,Yes,40.65,No,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.0,5329.55,0.0,0,2560.95,7890.5,Stayed,,,0,0,0.2137988653592596,0,No Action Needed
2528-HFYZX,Male,66,Yes,0,Santa Ana,92706,33.765893,-117.881533,2,17,,Yes,1.05,No,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,Churned,Competitor,Competitor had better devices,1,1,0.516275520311328,1,Offer Loyalty Reward
5025-GOOKI,Female,46,No,0,San Geronimo,94963,38.00474,-122.663717,0,20,Offer D,Yes,33.86,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,18.9,347.65,0.0,0,677.2,1024.85,Stayed,,,0,0,0.04689179960322105,0,No Action Needed
9500-IWPXQ,Female,52,Yes,2,West Sacramento,95691,38.627951,-121.593287,3,61,Offer B,Yes,40.48,Yes,Yes,DSL,20.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.4,4820.55,0.0,0,2469.28,7289.83,Stayed,,,0,0,0.020278469417906352,0,No Action Needed
3088-FVYWK,Male,37,Yes,3,Mc Kittrick,93251,35.38381,-119.730885,3,53,Offer B,Yes,33.31,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.55,1336.1,37.37,0,1765.43,3064.16,Stayed,,,0,0,0.013130594742497646,0,No Action Needed
1820-DJFPH,Female,59,Yes,3,Orick,95555,41.336354,-124.044354,4,72,,Yes,48.29,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.05,1709.15,0.0,0,3476.88,5186.03,Stayed,,,0,0,0.002402260555831805,0,No Action Needed
6777-TGHTM,Female,44,No,0,San Francisco,94122,37.760412,-122.484966,0,53,,Yes,29.8,Yes,Yes,Fiber Optic,4.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.95,5785.5,0.0,0,1579.4,7364.9,Churned,Competitor,Competitor had better devices,1,1,0.2792541997346563,0,No Action Needed
8439-LTUGF,Male,51,No,0,Lake Forest,92630,33.644849,-117.684254,0,10,Offer D,Yes,19.1,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.0,198.6,0.0,0,191.0,389.6,Stayed,,,0,0,0.055004498265712576,0,No Action Needed
3858-XHYJO,Female,24,Yes,0,San Gabriel,91776,34.089927,-118.095645,5,40,Offer B,Yes,22.2,Yes,Yes,Fiber Optic,76.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,105.75,4228.55,0.0,0,888.0,5116.55,Stayed,,,0,0,0.16881351376348802,0,No Action Needed
3308-JSGML,Male,77,Yes,0,Shandon,93461,35.634488,-120.293534,3,59,,No,,,Yes,Cable,6.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,64.05,3886.85,0.0,0,0.0,3886.85,Stayed,,,0,0,0.03383613763063282,0,No Action Needed
3824-RHKVR,Female,27,No,0,Fullerton,92833,33.877639,-117.961212,0,17,Offer D,Yes,22.26,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,340.35,0.0,0,378.42,718.77,Stayed,,,0,0,0.11460961707730083,0,No Action Needed
9512-PHSMG,Female,27,Yes,0,Merced,95340,37.255637,-120.493537,2,10,,Yes,10.42,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.55,252.75,0.0,0,104.2,356.95,Stayed,,,0,0,0.03468960654599935,0,No Action Needed
2533-QVMSK,Male,46,Yes,0,March Air Reserve Base,92518,33.888323,-117.277533,9,61,Offer B,Yes,26.94,Yes,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,94.1,5638.3,0.0,0,1643.34,7281.64,Churned,Competitor,Competitor offered more data,1,1,0.04258129290371092,0,No Action Needed
3982-DQLUS,Male,78,Yes,1,Sunland,91040,34.282704,-118.312929,10,65,,Yes,9.68,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,38.09,0,629.2,6279.56,Stayed,,,0,0,0.02901899020105059,0,No Action Needed
4451-RWASJ,Male,35,Yes,3,Lagunitas,94938,38.021772,-122.691744,9,15,Offer D,Yes,49.36,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.5,239.75,0.0,0,740.4,980.15,Stayed,,,0,0,0.025485007484597713,0,No Action Needed
5010-IPEAQ,Female,29,Yes,2,Escalon,95320,37.818543,-121.006907,2,67,,No,,,Yes,Cable,51.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,54.2,3623.95,0.0,0,0.0,3623.95,Stayed,,,0,0,0.020478064943007857,0,No Action Needed
1403-LKLIK,Female,23,Yes,3,Olympic Valley,96146,39.191797,-120.212401,3,33,,Yes,28.4,No,No,,,,,,,,,,,One Year,No,Credit Card,20.1,579.4,0.0,0,937.2,1516.6,Stayed,,,0,0,0.0025759290940539394,0,No Action Needed
1396-QWFBJ,Female,32,Yes,0,Rancho Santa Margarita,92688,33.624654,-117.611733,1,21,,Yes,5.07,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0.0,0,106.47,1672.17,Churned,Dissatisfaction,Lack of self-service on Website,1,1,0.6321431278235286,1,Provide Premium Tech Support
2321-OMBXY,Female,55,Yes,0,San Diego,92122,32.85723,-117.209774,1,38,Offer C,Yes,42.14,No,Yes,DSL,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65,0.0,0,1601.32,4659.97,Churned,Other,Don't know,1,1,0.1602439225956387,0,No Action Needed
6681-ZSEXG,Male,34,Yes,0,Rancho Cordova,95742,38.591134,-121.161585,9,56,Offer B,Yes,35.55,Yes,Yes,DSL,17.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,3389.25,0.0,0,1990.8,5380.05,Stayed,,,0,0,0.02176350586503585,0,No Action Needed
1004-NOZNR,Male,71,No,2,Glen Ellen,95442,38.368744,-122.522642,0,56,Offer B,Yes,10.57,No,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,94.8,5264.3,0.0,0,591.92,5856.22,Stayed,,,0,0,0.13196549327861956,0,No Action Needed
5019-GQVCR,Male,74,No,0,Westlake Village,91361,34.130992,-118.894673,0,43,,Yes,8.81,Yes,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.85,3645.6,0.0,0,378.83,4024.43,Stayed,,,0,0,0.1904278098441125,0,No Action Needed
9685-WKZGT,Male,67,No,0,Carmichael,95608,38.626128,-121.328011,0,14,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,Churned,Price,Extra data charges,1,1,0.6348776708760199,1,Provide Premium Tech Support
2931-VUVJN,Female,71,Yes,0,Murrieta,92562,33.548869,-117.334165,0,59,,Yes,19.14,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05,5483.9,0.0,30,1129.26,6643.16,Stayed,,,0,0,0.20817296461819965,0,No Action Needed
1513-XNPPH,Female,36,No,0,Los Angeles,90037,34.002642,-118.287596,0,12,Offer D,Yes,17.46,No,Yes,Fiber Optic,9.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1095.65,0.0,0,209.52,1305.17,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.574209429482871,1,Offer Loyalty Reward
4088-YLDSU,Male,21,Yes,0,Redwood City,94062,37.410567,-122.297152,1,55,Offer B,Yes,10.61,Yes,Yes,Fiber Optic,76.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,0.0,0,583.55,6326.6,Churned,Competitor,Competitor had better devices,1,1,0.36539750986897274,0,No Action Needed
7156-MXBJE,Female,29,No,0,San Diego,92127,33.017518,-117.118456,0,43,,Yes,2.49,Yes,Yes,DSL,53.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,85.1,3662.25,0.0,30,107.07,3799.32,Stayed,,,0,0,0.2017488178730067,0,No Action Needed
6752-APNJL,Male,30,Yes,1,Woodlake,93286,36.464635,-119.094348,7,42,,Yes,18.93,No,Yes,DSL,73.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.5,2301.15,0.0,0,795.06,3096.21,Stayed,,,0,0,0.0214774931840368,0,No Action Needed
9402-ROUMJ,Female,52,Yes,3,La Habra,90631,33.940619,-117.9513,10,67,Offer A,Yes,3.04,Yes,Yes,Fiber Optic,30.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.25,6689.0,0.0,0,203.68,6892.68,Stayed,,,0,0,0.03475998882840543,0,No Action Needed
1930-QPBVZ,Male,31,Yes,2,Laytonville,95454,39.806141,-123.531098,3,68,Offer A,Yes,9.29,No,Yes,Fiber Optic,18.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.1,6683.4,0.0,0,631.72,7315.12,Stayed,,,0,0,0.03399299610658669,0,No Action Needed
6818-WOBHJ,Female,70,Yes,0,Fulton,95439,38.493888,-122.777141,1,68,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,0,1640.84,7768.44,Churned,Competitor,Competitor had better devices,1,1,0.4264144643352118,0,Offer Loyalty Reward
7750-EYXWZ,Female,62,No,0,Yucca Valley,92284,34.159534,-116.425984,0,12,,No,,,Yes,Cable,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.65,743.3,40.41,0,0.0,702.89,Stayed,,,0,0,0.25076114454062426,0,No Action Needed
6652-YFFJO,Female,42,No,0,Tuolumne,95379,37.939768,-120.188002,0,11,Offer D,Yes,13.56,No,Yes,Cable,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.9,716.1,0.0,0,149.16,865.26,Stayed,,,0,0,0.4110230670075435,0,Offer Loyalty Reward
6429-SHBCB,Male,54,No,0,Maxwell,95955,39.281194,-122.226568,0,19,Offer D,Yes,13.76,Yes,Yes,DSL,4.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,69.6,1394.55,0.0,0,261.44,1655.99,Stayed,,,0,0,0.3232161109792117,0,No Action Needed
0224-HJAPT,Male,25,No,0,San Diego,92117,32.825086,-117.199424,0,5,,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.2,Churned,Competitor,Competitor made better offer,1,1,0.4807191701785867,0,Offer Loyalty Reward
7246-ZGQDF,Female,63,No,3,Victorville,92394,34.567058,-117.362329,0,1,,Yes,33.21,No,Yes,DSL,75.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,54.5,0.0,0,33.21,87.71,Joined,,,0,0,0.5905549753016177,1,Offer Loyalty Reward
9214-EKVXR,Female,51,No,0,San Francisco,94110,37.750021,-122.415201,0,1,,Yes,26.15,No,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.0,44.0,0.0,0,26.15,70.15,Joined,,,0,0,0.513046457757694,1,Offer Loyalty Reward
3703-VAVCL,Male,51,Yes,0,Strawberry Valley,95981,39.58458,-121.093256,1,2,,Yes,46.92,No,Yes,Fiber Optic,7.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.0,190.05,0.0,0,93.84,283.89,Churned,Competitor,Competitor made better offer,1,1,0.6758757427901806,1,Provide Premium Tech Support
0455-XFASS,Female,61,Yes,2,Campbell,95008,37.279689,-121.954567,3,3,,Yes,1.67,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,33.8,0,5.01,171.41,Joined,,,0,0,0.40572855730920127,0,Offer Loyalty Reward
3320-VEOYC,Male,65,No,0,Beverly Hills,90210,34.099891,-118.414338,0,14,,Yes,37.62,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,1273.3,0.0,0,526.68,1799.98,Stayed,,,0,0,0.6930677548102817,1,Provide Premium Tech Support
6122-EFVKN,Male,44,No,0,San Diego,92123,32.808814,-117.134694,0,24,,No,,,Yes,Cable,20.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.75,830.8,0.0,0,0.0,830.8,Stayed,,,0,0,0.10502313267743352,0,No Action Needed
7025-IWFHT,Male,62,No,0,Upland,91784,34.141146,-117.655583,0,41,Offer B,Yes,45.22,No,Yes,Fiber Optic,15.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,3729.75,0.0,0,1854.02,5583.77,Stayed,,,0,0,0.29274939265240685,0,No Action Needed
8681-ICONS,Male,20,Yes,1,Sacramento,95822,38.512569,-121.495184,5,29,,Yes,24.64,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.65,654.85,0.0,0,714.56,1369.41,Stayed,,,0,0,0.02431842944632388,0,No Action Needed
8734-DKSTZ,Female,20,Yes,2,Winterhaven,92283,32.852947,-114.850784,0,10,Offer D,Yes,6.5,Yes,Yes,Fiber Optic,76.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0.0,0,65.0,923.6,Stayed,,,0,0,0.5582544695352996,1,Offer Loyalty Reward
1942-OQFRW,Male,62,No,0,Forest Knolls,94933,38.010092,-122.689442,0,1,Offer E,Yes,13.4,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,44.0,0.0,0,13.4,57.4,Joined,,,0,0,0.5546957984433327,1,Offer Loyalty Reward
9805-FILKB,Male,44,Yes,0,Temecula,92592,33.507255,-117.029473,6,46,,Yes,4.72,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.2,845.6,0.0,0,217.12,1062.72,Stayed,,,0,0,0.02151652306055383,0,No Action Needed
2560-WBWXF,Male,45,No,0,March Air Reserve Base,92518,33.888323,-117.277533,0,68,,Yes,37.79,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.15,1498.85,0.0,0,2569.72,4068.57,Stayed,,,0,0,0.008542750319350213,0,No Action Needed
2314-TNDJQ,Female,28,Yes,3,Oceanside,92056,33.194742,-117.29032,1,72,Offer A,No,,,Yes,Cable,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,55.65,3880.05,0.0,0,0.0,3880.05,Stayed,,,0,0,0.07874301415202463,0,No Action Needed
8010-EZLOU,Male,75,No,0,San Marino,91108,34.122671,-118.112911,0,15,,Yes,12.08,Yes,Yes,Fiber Optic,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.2,1217.25,0.0,0,181.2,1398.45,Churned,Competitor,Competitor offered higher download speeds,1,1,0.7007236645093535,1,Provide Premium Tech Support
3511-APPBJ,Male,21,No,0,Spring Valley,91977,32.726627,-116.994608,0,23,,Yes,41.94,No,Yes,Fiber Optic,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.95,2292.75,0.0,0,964.62,3257.37,Stayed,,,0,0,0.34798528706586085,0,No Action Needed
9027-YFHQJ,Male,26,No,0,San Francisco,94112,37.720498,-122.443119,0,7,Offer E,Yes,45.13,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.05,152.95,0.0,0,315.91,468.86,Stayed,,,0,0,0.13621688275472976,0,No Action Needed
8414-MYSHR,Male,79,No,0,Arcadia,91007,34.128284,-118.047732,0,5,,Yes,4.59,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0.0,0,22.95,472.7,Churned,Dissatisfaction,Network reliability,1,1,0.7721467205397278,1,Provide Premium Tech Support
1814-DKOLC,Female,63,No,0,Loma Linda,92354,34.049315,-117.255974,0,5,,Yes,5.41,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,25.45,134.75,0.0,0,27.05,161.8,Stayed,,,0,0,0.1345212763961291,0,No Action Needed
2506-TNFCO,Female,76,Yes,0,Riverside,92509,34.004379,-117.447864,1,1,,Yes,12.46,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,12.46,82.01,Churned,Dissatisfaction,Network reliability,1,1,0.8983311760236948,1,Offer 20% Discount
5071-FBJFS,Female,61,Yes,1,Redding,96001,40.587919,-122.464732,8,4,,Yes,44.64,No,Yes,Cable,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.3,217.1,0.0,0,178.56,395.66,Stayed,,,0,0,0.24425085322535214,0,No Action Needed
2408-WITXK,Female,67,No,0,San Jose,95110,37.34667,-121.910019,0,10,Offer D,No,,,Yes,DSL,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,Churned,Other,Deceased,1,1,0.48249680052636607,0,Offer Loyalty Reward
8270-RKSAP,Male,30,No,0,Anaheim,92801,33.844983,-117.952151,0,9,Offer E,Yes,40.71,No,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.5,597.9,0.0,0,366.39,964.29,Stayed,,,0,0,0.4802858845889751,0,Offer Loyalty Reward
8152-VETUR,Female,26,Yes,0,Bishop,93514,37.04584,-118.397236,7,72,Offer A,Yes,28.59,Yes,Yes,Fiber Optic,58.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.7,6869.7,0.0,0,2058.48,8928.18,Stayed,,,0,0,0.04462038874831153,0,No Action Needed
8481-YYXWG,Female,30,No,0,Hume,93628,36.807595,-118.901544,0,5,Offer E,Yes,10.11,No,Yes,Fiber Optic,69.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,0.0,0,50.55,512.25,Churned,Dissatisfaction,Network reliability,1,1,0.6766143285248905,1,Provide Premium Tech Support
5939-XAIXZ,Female,54,No,0,Birds Landing,94512,38.140719,-121.838298,0,19,Offer D,Yes,36.88,Yes,Yes,DSL,27.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.1,1033.9,0.0,0,700.72,1734.62,Stayed,,,0,0,0.2830376068909962,0,No Action Needed
3398-FSHON,Female,79,No,0,San Diego,92121,32.898613,-117.202937,0,12,,Yes,34.01,Yes,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,1094.5,0.0,0,408.12,1502.62,Churned,Competitor,Competitor made better offer,1,1,0.7289472065210876,1,Provide Premium Tech Support
0486-LGCCH,Male,48,Yes,2,Victorville,92394,34.567058,-117.362329,2,11,Offer D,Yes,40.76,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.65,225.75,0.0,0,448.36,674.11,Stayed,,,0,0,0.02856932254931286,0,No Action Needed
9323-HGFWY,Female,55,Yes,0,Porter Ranch,91326,34.281911,-118.556218,0,27,Offer C,Yes,20.02,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.9,2681.15,0.0,0,540.54,3221.69,Stayed,,,0,0,0.3859305892878206,0,No Action Needed
5076-YVXCM,Male,55,No,0,Tupman,93276,35.316263,-119.402559,0,51,Offer B,Yes,45.92,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.4,4149.45,29.76,30,2341.92,6491.61,Stayed,,,0,0,0.3626407566859769,0,No Action Needed
9256-JTBNZ,Female,40,No,0,Potter Valley,95469,39.408634,-123.045516,0,11,,Yes,48.92,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.3,246.3,0.0,0,538.12,784.42,Stayed,,,0,0,0.12426720976388145,0,No Action Needed
0774-IFUVM,Male,19,Yes,2,Stockton,95202,37.959706,-121.287669,7,11,,Yes,16.71,Yes,Yes,DSL,59.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.15,723.35,0.0,0,183.81,907.16,Stayed,,,0,0,0.06965781970356884,0,No Action Needed
1679-JRFBR,Female,27,Yes,0,Long Beach,90805,33.864622,-118.179626,4,70,Offer A,Yes,5.77,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.15,7930.55,0.0,0,403.9,8334.45,Stayed,,,0,0,0.1081083754635486,0,No Action Needed
8067-NIOYM,Female,51,Yes,3,Irvine,92602,33.720359,-117.733655,9,24,Offer C,Yes,20.6,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,21.1,490.65,0.0,0,494.4,985.05,Stayed,,,0,0,0.012776828669169207,0,No Action Needed
